Symbol	Entrez	Ensembl
CDY17P	386739	ENSG00000231375
CDY18P	386740	ENSG00000232205
CDY19P	386741	ENSG00000237823
CDY20P	386742	ENSG00000225609
CDY21P	386743	
CDY22P	386744	ENSG00000229343
CDY23P	386745	ENSG00000231716
CDYL	9425	ENSG00000153046
CDYL2	124359	
CEACAM1	634	ENSG00000079385
CEACAM3	1084	ENSG00000170956
CEACAM4	1089	ENSG00000105352
CEACAM5	1048	ENSG00000105388
CEACAM6	4680	ENSG00000086548
CEACAM7	1087	ENSG00000007306
CEACAM8	1088	ENSG00000124469
CEACAM16	388551	ENSG00000213892
CEACAM18	729767	
CEACAM19	56971	ENSG00000186567
CEACAM20	125931	ENSG00000176395
CEACAM21	90273	ENSG00000007129
CEACAM22P	388550	ENSG00000230666
CEACAMP1	1090	ENSG00000233681
CEACAMP2	1091	ENSG00000230558
CEACAMP3	1092	ENSG00000239736
CEACAMP4	1093	ENSG00000230681
CEACAMP5	1085	ENSG00000231561
CEACAMP6	1094	ENSG00000238092
CEACAMP7	1095	ENSG00000227349
CEACAMP8	1096	ENSG00000236932
CEACAMP9	1097	ENSG00000230529
CEACAMP10	1098	ENSG00000241104
CEACAMP11	1086	ENSG00000236123
CEBPA	1050	
CEBPA-AS1	80054	ENSG00000178863
CEBPB	1051	ENSG00000172216
CEBPB-AS1	101927559	ENSG00000277449
CEBPD	1052	
CEBPE	1053	ENSG00000092067
CEBPG	1054	
CEBPZ	10153	ENSG00000115816
CEBPZOS	100505876	ENSG00000218739
CECR		
CECR1	51816	ENSG00000093072
CECR2	27443	ENSG00000099954
CECR3	27442	ENSG00000241832
CECR5	27440	ENSG00000069998
CECR5-AS1	100130717	ENSG00000185837
CECR6	27439	ENSG00000183307
CECR7	100130418	ENSG00000237438
CECR9	30847	ENSG00000231004
CEL	1056	ENSG00000170835
CELA1	1990	ENSG00000139610
CELA2A	63036	ENSG00000142615
CELA2B	51032	ENSG00000215704
CELA3A	10136	ENSG00000142789
CELA3B	23436	ENSG00000219073
CELF1	10658	
CELF2	10659	ENSG00000048740
CELF2-AS1	414196	ENSG00000181800
CELF2-AS2	439950	ENSG00000237986
CELF3	11189	ENSG00000159409
CELF4	56853	
CELF5	60680	
CELF6	60677	ENSG00000140488
CELIAC2		
CELP	1057	ENSG00000170827
CELSR1	9620	ENSG00000075275
CELSR2	1952	ENSG00000143126
CELSR3	1951	ENSG00000008300
CELSR3-AS1	102724368	ENSG00000228350
CEMIP	57214	ENSG00000103888
CEMP1	752014	
CEND1	51286	ENSG00000184524
CEND1P1	122631	ENSG00000213159
CEND1P2	724034	
CENPA	1058	ENSG00000115163
CENPB	1059	ENSG00000125817
CENPBD1	92806	ENSG00000177946
CENPBD1P1	65996	ENSG00000213753
CENPC	1060	ENSG00000145241
CENPCP1	1061	ENSG00000226982
CENPE	1062	
CENPF	1063	ENSG00000117724
CENPH	64946	ENSG00000153044
CENPI	2491	ENSG00000102384
CENPIP1	100419337	ENSG00000224778
CENPJ	55835	ENSG00000151849
CENPK	64105	ENSG00000123219
CENPL	91687	ENSG00000120334
CENPM	79019	ENSG00000100162
CENPN	55839	ENSG00000166451
CENPO	79172	ENSG00000138092
CENPP	401541	ENSG00000188312
CENPQ	55166	ENSG00000031691
CENPT	80152	
CENPU	79682	ENSG00000151725
CENPUP1	100130384	ENSG00000255075
CENPUP2	100419930	ENSG00000258546
CENPV	201161	ENSG00000166582
CENPVP1	389857	ENSG00000223591
CENPVP2	441495	ENSG00000227997
CENPVP3	347549	ENSG00000224109
CENPW	387103	ENSG00000203760
CEP19	84984	ENSG00000174007
CEP41	95681	ENSG00000106477
CEP44	80817	ENSG00000164118
CEP55	55165	ENSG00000138180
CEP57	9702	ENSG00000166037
CEP57L1	285753	ENSG00000183137
CEP57L1P1	221017	ENSG00000224725
CEP63	80254	ENSG00000182923
CEP68	23177	ENSG00000011523
CEP70	80321	ENSG00000114107
CEP72	55722	ENSG00000112877
CEP76	79959	ENSG00000101624
CEP78	84131	ENSG00000148019
CEP83	51134	
CEP83-AS1	144486	
CEP85	64793	ENSG00000130695
CEP85L	387119	ENSG00000111860
CEP89	84902	
CEP95	90799	ENSG00000258890
CEP97	79598	ENSG00000182504
CEP104	9731	ENSG00000116198
CEP112	201134	ENSG00000154240
CEP120	153241	ENSG00000168944
CEP128	145508	ENSG00000100629
CEP131	22994	ENSG00000141577
CEP135	9662	ENSG00000174799
CEP152	22995	
CEP162	22832	ENSG00000135315
CEP164	22897	ENSG00000110274
CEP164P1	100289237	ENSG00000226937
CEP170	9859	ENSG00000143702
CEP170B	283638	ENSG00000099814
CEP170P1	645455	ENSG00000154608
CEP192	55125	
CEP250	11190	ENSG00000126001
CEP290	80184	
CEP350	9857	ENSG00000135837
CEPA		
CEPT1	10390	ENSG00000134255
CER1	9350	ENSG00000147869
CERCAM	51148	ENSG00000167123
CERK	64781	ENSG00000100422
CERKL		ENSG00000188452
CERS1		
CERS2	29956	ENSG00000143418
CERS3	204219	ENSG00000154227
CERS4	79603	
CERS5	91012	ENSG00000139624
CERS6	253782	ENSG00000172292
CERS6-AS1	100861402	ENSG00000227617
CES1	1066	ENSG00000198848
CES1P1	51716	ENSG00000228695
CES1P2	390732	ENSG00000260765
CES2	8824	ENSG00000172831
CES3	23491	ENSG00000172828
CES4A	283848	ENSG00000172824
CES5A	221223	ENSG00000159398
CES5AP1	649264	ENSG00000215478
CETN1	1068	ENSG00000177143
CETN2	1069	ENSG00000147400
CETN3	1070	ENSG00000153140
CETN4P	729338	ENSG00000224786
CETP	1071	ENSG00000087237
CFAP20	29105	ENSG00000070761
CFAP36	112942	ENSG00000163001
CFAP43	80217	ENSG00000197748
CFAP44	55779	ENSG00000206530
CFAP44-AS1		ENSG00000243849
CFAP45	25790	ENSG00000213085
CFAP46	54777	ENSG00000171811
CFAP53	220136	ENSG00000172361
CFAP54	144535	ENSG00000188596
CFAP57	149465	ENSG00000243710
CFAP58	159686	ENSG00000120051
CFAP61	26074	ENSG00000089101
CFAP69	79846	ENSG00000105792
CFAP70	118491	ENSG00000156042
CFAP74	85452	ENSG00000142609
CFAP97	57587	ENSG00000164323
CFAP99	402160	ENSG00000249428
CFAP221	200373	ENSG00000163075
CFB	629	
CFC1	55997	ENSG00000136698
CFC1B	653275	ENSG00000152093
CFD	1675	
CFDP1	10428	ENSG00000153774
CFH	3075	ENSG00000000971
CFHR1	3078	ENSG00000244414
CFHR2	3080	ENSG00000080910
CFHR3	10878	ENSG00000116785
CFHR4	10877	ENSG00000134365
CFHR5	81494	ENSG00000134389
CFI	3426	
CFL1	1072	ENSG00000172757
CFL1P1	142913	ENSG00000223820
CFL1P2	391039	ENSG00000213478
CFL1P3	100131874	ENSG00000228056
CFL1P4	645980	ENSG00000213026
CFL1P5	1074	ENSG00000213830
CFL1P6	390996	ENSG00000215785
CFL1P7	100505919	ENSG00000213877
CFL1P8	100873812	ENSG00000234239
CFL2	1073	ENSG00000165410
CFLAR	8837	ENSG00000003402
CFLAR-AS1	65072	ENSG00000226312
CFM1	10167	
CFM2	23727	
CFP	5199	ENSG00000126759
CFTR	1080	ENSG00000001626
CFTRP1	140871	ENSG00000228593
CGA	1081	ENSG00000135346
CGB	1082	
CGB1	114335	
CGB2	114336	ENSG00000104818
CGB5	93659	
CGB7	94027	
CGB8	94115	
CGF1		
CGGBP1	8545	ENSG00000163320
CGN	57530	ENSG00000143375
CGNL1	84952	ENSG00000128849
CGREF1	10669	ENSG00000138028
CGRRF1	10668	ENSG00000100532
CH25H	9023	ENSG00000138135
CHAC1	79094	ENSG00000128965
CHAC2	494143	ENSG00000143942
CHAD	1101	ENSG00000136457
CHADL	150356	ENSG00000100399
CHAF1A	10036	
CHAF1B	8208	ENSG00000159259
CHAMP1	283489	ENSG00000198824
CHAT	1103	ENSG00000070748
CHCHD1	118487	ENSG00000172586
CHCHD2	51142	ENSG00000106153
CHCHD2P1	100874506	ENSG00000226902
CHCHD2P2	728324	ENSG00000215006
CHCHD2P3	100128110	
CHCHD2P4	100874507	ENSG00000213118
CHCHD2P5	100874508	ENSG00000223490
CHCHD2P6	645317	ENSG00000235084
CHCHD2P7	100874509	ENSG00000249973
CHCHD2P8	646630	ENSG00000235115
CHCHD2P9	645345	ENSG00000186940
CHCHD2P10	392221	
CHCHD2P11	101060040	ENSG00000270809
CHCHD3	54927	ENSG00000106554
CHCHD3P1	338591	ENSG00000236420
CHCHD3P2	100422354	ENSG00000257723
CHCHD3P3	646572	ENSG00000214973
CHCHD4	131474	ENSG00000163528
CHCHD4P1	645862	
CHCHD4P2	100128657	ENSG00000237360
CHCHD4P3		ENSG00000236156
CHCHD4P4	728143	ENSG00000213964
CHCHD4P5		ENSG00000225222
CHCHD5	84269	ENSG00000125611
CHCHD6	84303	ENSG00000159685
CHCHD7	79145	ENSG00000170791
CHCHD10	400916	ENSG00000250479
CHD1	1105	ENSG00000153922
CHD1L	9557	ENSG00000131778
CHD2	1106	ENSG00000173575
CHD3	1107	ENSG00000170004
CHD4	1108	
CHD5	26038	ENSG00000116254
CHD6		ENSG00000124177
CHD7	55636	
CHD8	57680	
CHD9	80205	
CHDC2	286464	ENSG00000176034
CHDH	55349	ENSG00000016391
CHED1		
CHEK1	1111	ENSG00000149554
CHEK2	11200	ENSG00000183765
CHEK2P1	100133012	
CHEK2P2	646096	ENSG00000259156
CHEK2P3	100873791	ENSG00000234898
CHEK2P4		ENSG00000235969
CHEK2P5		ENSG00000234541
CHERP	10523	
CHES1L1	654377	
CHFR		
CHGA	1113	ENSG00000100604
CHGB	1114	ENSG00000089199
CHI3L1	1116	ENSG00000133048
CHI3L2	1117	ENSG00000064886
CHIA	27159	ENSG00000134216
CHIAP1	100420342	ENSG00000236040
CHIAP2	149620	ENSG00000203878
CHIAP3	100996315	ENSG00000234020
CHIC1	53344	ENSG00000204116
CHIC2	26511	ENSG00000109220
CHID1	66005	ENSG00000177830
CHIT1	1118	ENSG00000133063
CHKA	1119	ENSG00000110721
CHKB	1120	ENSG00000100288
CHKB-AS1	100144603	ENSG00000205559
CHKB-CPT1B	386593	ENSG00000254413
CHL1	10752	ENSG00000134121
CHL1-AS1	101927193	ENSG00000234661
CHL1-AS2	642891	ENSG00000224318
CHM	1121	ENSG00000188419
CHML	1122	ENSG00000203668
CHMP1A	5119	ENSG00000131165
CHMP1AP1	646597	ENSG00000226662
CHMP1B	57132	ENSG00000255112
CHMP1B2P	101060146	ENSG00000215104
CHMP2A	27243	ENSG00000130724
CHMP2B	25978	ENSG00000083937
CHMP3	51652	ENSG00000115561
CHMP4A	29082	ENSG00000254505
CHMP4B	128866	ENSG00000101421
CHMP4BP1	100307126	ENSG00000258469
CHMP4C	92421	ENSG00000164695
CHMP5	51510	ENSG00000086065
CHMP6	79643	ENSG00000176108
CHMP7	91782	ENSG00000147457
CHN1	1123	ENSG00000128656
CHN2	1124	ENSG00000106069
CHODL	140578	ENSG00000154645
CHODL-AS1	54075	ENSG00000231755
CHORDC1	26973	ENSG00000110172
CHORDC2P	317775	ENSG00000259050
CHP1	11261	ENSG00000187446
CHP2	63928	ENSG00000166869
CHPF	79586	ENSG00000123989
CHPF2	54480	ENSG00000033100
CHPT1	56994	
CHR	1125	
CHRAC1	54108	
CHRD	8646	ENSG00000090539
CHRDL1	91851	ENSG00000101938
CHRDL2	25884	ENSG00000054938
CHRFAM7A	89832	ENSG00000166664
CHRFAM7AP1	359999	
CHRFAM7AP2	359998	
CHRM1	1128	
CHRM2	1129	ENSG00000181072
CHRM3	1131	ENSG00000133019
CHRM3-AS1		ENSG00000234601
CHRM3-AS2	100506915	ENSG00000233355
CHRM4	1132	ENSG00000180720
CHRM5		ENSG00000184984
CHRNA1	1134	ENSG00000138435
CHRNA2		ENSG00000120903
CHRNA3		ENSG00000080644
CHRNA4	1137	ENSG00000101204
CHRNA5	1138	ENSG00000169684
CHRNA6	8973	
CHRNA7	1139	ENSG00000175344
CHRNA9	55584	ENSG00000174343
CHRNA10	57053	ENSG00000129749
CHRNB1	1140	ENSG00000170175
CHRNB2	1141	ENSG00000160716
CHRNB3	1142	ENSG00000147432
CHRNB4	1143	ENSG00000117971
CHRND	1144	ENSG00000135902
CHRNE	1145	ENSG00000108556
CHRNG	1146	ENSG00000196811
CHST1	8534	ENSG00000175264
CHST2	9435	ENSG00000175040
CHST3	9469	ENSG00000122863
CHST4	10164	ENSG00000140835
CHST5	23563	ENSG00000135702
CHST6	4166	ENSG00000183196
CHST7	56548	ENSG00000147119
CHST8	64377	
CHST9	83539	ENSG00000154080
CHST10	9486	ENSG00000115526
CHST11	50515	
CHST12	55501	ENSG00000136213
CHST13	166012	ENSG00000180767
CHST14	113189	ENSG00000169105
CHST15	51363	ENSG00000182022
CHSY1	22856	ENSG00000131873
CHSY3	337876	ENSG00000198108
CHTF8	54921	
CHTF8P1	677883	ENSG00000233543
CHTF18	63922	ENSG00000127586
CHTOP	26097	ENSG00000160679
CHUK	1147	ENSG00000213341
CHURC1	91612	ENSG00000258289
CHURC1-FNTB	100529261	ENSG00000125954
CIAO1	9391	ENSG00000144021
CIAPIN1	57019	ENSG00000005194
CIAPIN1P	728599	ENSG00000263846
CIART	148523	ENSG00000159208
CIB1	10519	ENSG00000185043
CIB2	10518	ENSG00000136425
CIB3	117286	
CIB4	130106	ENSG00000157884
CIC	23152	ENSG00000079432
CICP1	360017	ENSG00000233652
CICP2	360016	ENSG00000233740
CICP3	100132630	ENSG00000229376
CICP4	100132920	ENSG00000232852
CICP5	730978	ENSG00000233771
CICP6	100507251	ENSG00000230304
CICP7	100288667	ENSG00000233653
CICP8	442676	ENSG00000225371
CICP9	100420293	ENSG00000228882
CICP10	100462787	ENSG00000224160
CICP11	100288904	ENSG00000237799
CICP12	100420224	ENSG00000225270
CICP13	728615	ENSG00000234419
CICP14	100130600	
CICP15	100507648	
CICP16	100420203	ENSG00000248213
CICP17	642663	ENSG00000227233
CICP18	646070	ENSG00000217929
CICP19	100506706	ENSG00000267639
CICP20	100129050	ENSG00000235955
CICP21	100420263	
CICP22	100288083	ENSG00000226220
CICP23	100505953	
CICP24	100996387	
CICP25	100289383	
CICP26	648262	ENSG00000233003
CICP27	100420257	ENSG00000233750
CICP28	100287136	
CIDEA	1149	ENSG00000176194
CIDEB	27141	ENSG00000136305
CIDEC	63924	ENSG00000187288
CIDECP	152302	ENSG00000186162
CIITA	4261	ENSG00000179583
CILP	8483	ENSG00000138615
CILP2	148113	
CINP	51550	ENSG00000100865
CIPC	85457	
CIR1	9541	ENSG00000138433
CIR1P1	100131740	ENSG00000253146
CIR1P2	100131828	ENSG00000250215
CIR1P3		ENSG00000216708
CIRBP	1153	ENSG00000099622
CIRBP-AS1	148046	
CIRH1A	84916	ENSG00000141076
CISD1	55847	ENSG00000122873
CISD1P1	130500	ENSG00000213403
CISD2	493856	ENSG00000145354
CISD3	284106	
CISH	1154	ENSG00000114737
CISTR	102216268	
CIT	11113	ENSG00000122966
CITED1	4435	ENSG00000125931
CITED2	10370	ENSG00000164442
CITED4	163732	ENSG00000179862
CIZ1	25792	ENSG00000148337
CKAP2	26586	ENSG00000136108
CKAP2L	150468	ENSG00000169607
CKAP2P1	100420763	ENSG00000258722
CKAP4	10970	
CKAP5	9793	ENSG00000175216
CKB	1152	ENSG00000166165
CKBE		
CKBP1	1157	ENSG00000260889
CKLF	51192	ENSG00000217555
CKLF-CMTM1	100529251	ENSG00000254788
CKM	1158	ENSG00000104879
CKMT1A	548596	ENSG00000223572
CKMT1B	1159	ENSG00000237289
CKMT2	1160	ENSG00000131730
CKMT2-AS1	100131067	ENSG00000247572
CKS1B	1163	ENSG00000173207
CKS1BP1	317780	
CKS1BP2	246714	
CKS1BP3	246715	
CKS1BP4	100499259	
CKS1BP5	100526793	ENSG00000250972
CKS1BP6	652904	ENSG00000178556
CKS1BP7	137529	ENSG00000254331
CKS2	1164	ENSG00000123975
CLA3		
CLAM		
CLASP1	23332	ENSG00000074054
CLASP2	23122	ENSG00000163539
CLASRP	11129	ENSG00000104859
CLC	1178	ENSG00000105205
CLCA1	1179	ENSG00000016490
CLCA2	9635	ENSG00000137975
CLCA3P	9629	ENSG00000153923
CLCA4	22802	ENSG00000016602
CLCC1	23155	ENSG00000121940
CLCF1	23529	ENSG00000175505
CLCN1	1180	ENSG00000188037
CLCN2	1181	ENSG00000114859
CLCN3		ENSG00000109572
CLCN3P1	100419056	ENSG00000232000
CLCN4		ENSG00000073464
CLCN5	1184	ENSG00000171365
CLCN6	1185	ENSG00000011021
CLCN7	1186	ENSG00000103249
CLCNKA		ENSG00000186510
CLCNKB	1188	ENSG00000184908
CLCP1	266626	ENSG00000232305
CLCP2	100128145	ENSG00000226158
CLDN1	9076	ENSG00000163347
CLDN2	9075	ENSG00000165376
CLDN3	1365	ENSG00000165215
CLDN4	1364	ENSG00000189143
CLDN5	7122	ENSG00000184113
CLDN6	9074	ENSG00000184697
CLDN7	1366	ENSG00000181885
CLDN8	9073	ENSG00000156284
CLDN9	9080	ENSG00000213937
CLDN10	9071	ENSG00000134873
CLDN10-AS1		ENSG00000223392
CLDN11	5010	ENSG00000013297
CLDN12	9069	ENSG00000157224
CLDN14	23562	ENSG00000159261
CLDN15	24146	ENSG00000106404
CLDN16	10686	ENSG00000113946
CLDN17	26285	ENSG00000156282
CLDN18	51208	ENSG00000066405
CLDN19	149461	ENSG00000164007
CLDN20	49861	ENSG00000171217
CLDN22	53842	ENSG00000177300
CLDN23	137075	
CLDN24	100132463	ENSG00000185758
CLDN25	644672	ENSG00000228607
CLDND1	56650	
CLDND2	125875	
CLEC1A	51267	
CLEC1B	51266	
CLEC2A	387836	ENSG00000188393
CLEC2B	9976	
CLEC2D	29121	ENSG00000069493
CLEC2L	154790	ENSG00000236279
CLEC3A	10143	ENSG00000166509
CLEC3B	7123	ENSG00000163815
CLEC4A	50856	ENSG00000111729
CLEC4C	170482	ENSG00000198178
CLEC4D	338339	
CLEC4E	26253	ENSG00000166523
CLEC4F	165530	ENSG00000152672
CLEC4G	339390	
CLEC4GP1	440508	
CLEC4M	10332	
CLEC5A	23601	ENSG00000258227
CLEC6A	93978	ENSG00000205846
CLEC7A	64581	ENSG00000172243
CLEC9A	283420	
CLEC10A	10462	
CLEC11A	6320	
CLEC12A	160364	ENSG00000172322
CLEC12B	387837	ENSG00000256660
CLEC14A	161198	ENSG00000176435
CLEC16A	23274	ENSG00000038532
CLEC17A	388512	ENSG00000187912
CLEC18A	348174	
CLEC18B	497190	
CLEC18C	283971	
CLEC19A	728276	ENSG00000261210
CLECL1	160365	
CLGN	1047	ENSG00000153132
CLHC1	130162	ENSG00000162994
CLIC1	1192	ENSG00000213719
CLIC1P1	390363	
CLIC2	1193	ENSG00000155962
CLIC3	9022	ENSG00000169583
CLIC4	25932	ENSG00000169504
CLIC4P1	646609	ENSG00000236739
CLIC4P2	100130584	
CLIC4P3	442447	ENSG00000237931
CLIC5	53405	ENSG00000112782
CLIC6	54102	ENSG00000159212
CLINT1	9685	ENSG00000113282
CLIP1	6249	ENSG00000130779
CLIP1-AS1	100507066	ENSG00000257097
CLIP2	7461	ENSG00000106665
CLIP3	25999	ENSG00000105270
CLIP4	79745	ENSG00000115295
CLK1	1195	ENSG00000013441
CLK2	1196	ENSG00000176444
CLK2P	1197	
CLK3	1198	ENSG00000179335
CLK3P1	646505	
CLK3P2	100128834	ENSG00000226191
CLK4	57396	ENSG00000113240
CLLU1	574028	ENSG00000257127
CLLU1OS	574016	ENSG00000205057
CLMN	79789	ENSG00000165959
CLMP	79827	ENSG00000166250
CLN3	1201	ENSG00000188603
CLN5	1203	ENSG00000102805
CLN6	54982	ENSG00000128973
CLN8	2055	ENSG00000182372
CLN9	497231	
CLNK	116449	ENSG00000109684
CLNS1A	1207	
CLNS1AP1	1204	ENSG00000213335
CLOCK	9575	ENSG00000134852
CLP1	10978	ENSG00000172409
CLPB	81570	ENSG00000162129
CLPP	8192	ENSG00000125656
CLPS	1208	ENSG00000137392
CLPSL1	340204	ENSG00000204140
CLPSL2	389383	ENSG00000196748
CLPTM1	1209	
CLPTM1L	81037	ENSG00000049656
CLPTM1LP1		ENSG00000271036
CLPX	10845	ENSG00000166855
CLRN1	7401	ENSG00000163646
CLRN1-AS1	116933	ENSG00000239265
CLRN2	645104	ENSG00000249581
CLRN3	119467	ENSG00000180745
CLSPN	63967	ENSG00000092853
CLSTN1	22883	ENSG00000171603
CLSTN2	64084	ENSG00000158258
CLSTN2-AS1	101927808	ENSG00000250433
CLSTN3	9746	ENSG00000139182
CLTA	1211	ENSG00000122705
CLTB	1212	ENSG00000175416
CLTC	1213	ENSG00000141367
CLTCL1	8218	ENSG00000070371
CLU	1191	ENSG00000120885
CLUAP1	23059	
CLUH	23277	ENSG00000132361
CLUHP1	100418708	ENSG00000238191
CLUHP2	100418709	ENSG00000228945
CLUHP3	100132341	ENSG00000131797
CLUHP4	100418711	ENSG00000249003
CLUHP5	100418745	ENSG00000230468
CLUL1	27098	
CLVS1	157807	
CLVS2	134829	ENSG00000146352
CLYBL	171425	ENSG00000125246
CLYBL-AS1	101927465	ENSG00000234303
CLYBL-AS2		ENSG00000227659
CMA1	1215	ENSG00000092009
CMAHP	8418	ENSG00000168405
CMAS	55907	ENSG00000111726
CMBL	134147	ENSG00000164237
CMC1	152100	ENSG00000187118
CMC2	56942	ENSG00000103121
CMC4	100272147	ENSG00000182712
CMD1B		
CMD1F		
CMD1H		
CMD1K		
CMD1Q		
CMIP	80790	ENSG00000153815
CMKLR1	1240	ENSG00000174600
CMM		
CMPK1	51727	ENSG00000162368
CMPK2	129607	ENSG00000134326
CMR1A	1245	
CMR2A	1246	
CMR3A	1247	
CMSS1	84319	ENSG00000184220
CMT1A		
CMT2B		
CMTM1	113540	ENSG00000089505
CMTM2	146225	ENSG00000140932
CMTM3	123920	ENSG00000140931
CMTM4	146223	ENSG00000183723
CMTM5		ENSG00000166091
CMTM6	54918	ENSG00000091317
CMTM7		ENSG00000153551
CMTM8	152189	ENSG00000170293
CMTR1	23070	ENSG00000137200
CMTR2	55783	ENSG00000180917
CMTX2		
CMTX3		
CMYA5	202333	ENSG00000164309
CNA1	1255	
CNBD1	168975	
CNBD2	140894	ENSG00000149646
CNBP	7555	
CNC2		
CNDP1	84735	ENSG00000150656
CNDP2	55748	ENSG00000133313
CNEP1R1	255919	ENSG00000205423
CNFN	84518	
CNGA1	1259	
CNGA2	1260	ENSG00000183862
CNGA3	1261	ENSG00000144191
CNGA4	1262	
CNGB1	1258	ENSG00000070729
CNGB3	54714	ENSG00000170289
CNIH1	10175	ENSG00000100528
CNIH2	254263	ENSG00000174871
CNIH3	149111	ENSG00000143786
CNIH4	29097	ENSG00000143771
CNKSR1	10256	ENSG00000142675
CNKSR2	22866	ENSG00000149970
CNKSR3	154043	ENSG00000153721
CNN1	1264	
CNN2	1265	ENSG00000064666
CNN2P1	646467	ENSG00000227201
CNN2P2	642888	ENSG00000227069
CNN2P3	392343	ENSG00000235832
CNN2P4	647507	ENSG00000213816
CNN2P6	339897	ENSG00000213854
CNN2P7	391266	ENSG00000215562
CNN2P8	205272	ENSG00000213355
CNN2P9	441166	ENSG00000213149
CNN2P10	646693	ENSG00000232223
CNN2P11	100689296	ENSG00000237383
CNN2P12	100131550	ENSG00000204718
CNN3	1266	ENSG00000117519
CNN3P1	643875	ENSG00000218868
CNNM1	26507	ENSG00000119946
CNNM2	54805	ENSG00000148842
CNNM3	26505	ENSG00000168763
CNNM4	26504	ENSG00000158158
CNOT1	23019	ENSG00000125107
CNOT2	4848	
CNOT3	4849	ENSG00000088038
CNOT4	4850	ENSG00000080802
CNOT4P1	100874389	ENSG00000236704
CNOT6	57472	ENSG00000113300
CNOT6L	246175	
CNOT6LP1	729530	ENSG00000230183
CNOT7	29883	ENSG00000198791
CNOT7P1	100421338	ENSG00000233229
CNOT7P2	100132332	ENSG00000232185
CNOT8	9337	ENSG00000155508
CNOT10	25904	ENSG00000182973
CNOT10-AS1		ENSG00000251224
CNOT11	55571	ENSG00000158435
CNP	1267	ENSG00000173786
CNPPD1	27013	ENSG00000115649
CNPY1	285888	ENSG00000146910
CNPY2	10330	
CNPY3	10695	ENSG00000137161
CNPY4	245812	ENSG00000166997
CNR1		ENSG00000118432
CNR2	1269	ENSG00000188822
CNRIP1	25927	ENSG00000119865
CNST	163882	ENSG00000162852
CNTD1	124817	ENSG00000176563
CNTD2	79935	
CNTF	1270	ENSG00000242689
CNTFR	1271	ENSG00000122756
CNTFR-AS1	415056	ENSG00000237159
CNTLN	54875	ENSG00000044459
CNTN1	1272	
CNTN2	6900	ENSG00000184144
CNTN3	5067	ENSG00000113805
CNTN4	152330	ENSG00000144619
CNTN4-AS1		ENSG00000237990
CNTN4-AS2		ENSG00000227588
CNTN5	53942	ENSG00000149972
CNTN6	27255	ENSG00000134115
CNTNAP1	8506	
CNTNAP2	26047	ENSG00000174469
CNTNAP3	79937	ENSG00000106714
CNTNAP3B	728577	ENSG00000154529
CNTNAP3P1	100420787	
CNTNAP3P2	643827	ENSG00000237792
CNTNAP3P3		ENSG00000229471
CNTNAP3P4		ENSG00000234138
CNTNAP3P5	100420786	
CNTNAP3P6	100420776	
CNTNAP3P7	100420777	
CNTNAP3P8	100420785	
CNTNAP3P9		ENSG00000228920
CNTNAP4	85445	ENSG00000152910
CNTNAP5	129684	ENSG00000155052
CNTRL	11064	ENSG00000119397
CNTROB	116840	
COA1	55744	ENSG00000106603
COA3	28958	
COA4	51287	
COA5	493753	ENSG00000183513
COA6	388753	ENSG00000168275
COA7	65260	ENSG00000162377
COASY	80347	
COBL	23242	ENSG00000106078
COBLL1	22837	ENSG00000082438
COCH	1690	ENSG00000100473
COD2		
COG1	9382	
COG2	22796	ENSG00000135775
COG3	83548	ENSG00000136152
COG4	25839	ENSG00000103051
COG5		ENSG00000164597
COG6	57511	ENSG00000133103
COG7	91949	ENSG00000168434
COG8	84342	ENSG00000213380
COIL	8161	ENSG00000121058
COILP1	317784	
COILP2	494447	
COL1A1	1277	ENSG00000108821
COL1A2	1278	ENSG00000164692
COL1AR	1279	
COL2A1	1280	ENSG00000139219
COL3A1	1281	ENSG00000168542
COL4A1	1282	ENSG00000187498
COL4A2	1284	ENSG00000134871
COL4A2-AS1		ENSG00000232814
COL4A2-AS2	100129836	ENSG00000224821
COL4A3	1285	ENSG00000169031
COL4A3BP	10087	ENSG00000113163
COL4A4	1286	ENSG00000081052
COL4A5	1287	ENSG00000188153
COL4A6	1288	ENSG00000197565
COL5A1	1289	ENSG00000130635
COL5A1-AS1		ENSG00000204011
COL5A2	1290	ENSG00000204262
COL5A3	50509	ENSG00000080573
COL6A1	1291	ENSG00000142156
COL6A2		ENSG00000142173
COL6A3	1293	ENSG00000163359
COL6A4P1	344875	ENSG00000230524
COL6A4P2	646300	ENSG00000228252
COL6A5	256076	ENSG00000172752
COL6A6	131873	ENSG00000206384
COL7A1	1294	ENSG00000114270
COL8A1	1295	ENSG00000144810
COL8A2	1296	ENSG00000171812
COL9A1	1297	ENSG00000112280
COL9A2	1298	ENSG00000049089
COL9A3	1299	ENSG00000092758
COL10A1	1300	ENSG00000123500
COL11A1	1301	ENSG00000060718
COL11A2	1302	ENSG00000204248
COL11A2P1	394214	ENSG00000228688
COL12A1	1303	ENSG00000111799
COL13A1	1305	ENSG00000197467
COL14A1	7373	ENSG00000187955
COL15A1	1306	ENSG00000204291
COL16A1	1307	ENSG00000084636
COL17A1	1308	ENSG00000065618
COL18A1	80781	ENSG00000182871
COL18A1-AS1	378832	ENSG00000183535
COL18A1-AS2		ENSG00000224574
COL19A1	1310	ENSG00000082293
COL20A1	57642	ENSG00000101203
COL21A1		ENSG00000124749
COL22A1	169044	ENSG00000169436
